,02 성별,06_나이_반올림,001_오른쪽어깨경사각,002_왼쪽어깨경사각,003_키,005_목뒤높이,017_샅높이,031_몸무게,037_목둘레,038_목밑둘레,039_가슴둘레,040_젖가슴둘레,042_허리둘레,043_배꼽수준허리둘레,044_배둘레,045_엉덩이둘레,052_총길이,054_어깨사이길이,055_어깨가쪽사이길이,063_위팔길이,064_팔길이,065_팔안쪽길이,069_다리가쪽길이,111_머리둘레,121_넙다리둘레,122_넙다리중간둘레,123_무릎둘레,125_장딴지둘레,130_위팔둘레,131_팔꿈치둘레
2870,남,20,20.0,20.0,"1,591","1,344",674.0,74.3,372.0,420.0,"1,010",998,940,974,969,"1,031","1,354",475.0,460.0,315.0,529.0,430.0,947,556.0,667.0,600.0,383.0,391.0,308.0,270.0
2871,남,20,11.0,11.0,"1,765","1,515",825.0,70.5,360.0,411.0,934,920,736,755,760,942,"1,529",420.0,412.0,356.0,614.0,528.0,"1,074",542.0,563.0,536.0,382.0,391.0,280.0,285.0
2873,남,20,17.0,21.0,"1,764","1,523",815.0,85.2,385.0,451.0,995,995,910,945,946,"1,037","1,554",450.0,432.0,375.0,644.0,538.0,"1,096",582.0,642.0,559.0,398.0,412.0,313.0,294.0
2874,남,20,16.0,20.0,"1,739","1,501",767.0,101.3,410.0,462.0,"1,070","1,055","1,050","1,103","1,090","1,125","1,533",453.0,449.0,359.0,620.0,508.0,"1,065",576.0,710.0,643.0,418.0,454.0,370.0,311.0
2875,남,20,17.0,21.0,"1,787","1,533",785.0,95.5,394.0,451.0,"1,080","1,065",935,"1,005","1,020","1,101","1,552",447.0,442.0,365.0,642.0,524.0,"1,094",578.0,659.0,604.0,417.0,442.0,350.0,298.0
2876,남,20,25.0,19.0,"1,690","1,434",760.0,59.7,355.0,425.0,880,843,702,720,721,890,"1,438",428.0,418.0,330.0,578.0,493.0,"1,010",573.0,542.0,482.0,349.0,352.0,275.0,262.0
2877,남,20,18.0,15.0,"1,805","1,539",848.0,61.5,348.0,425.0,900,860,712,715,725,890,"1,546",445.0,435.0,357.0,631.0,574.0,"1,098",553.0,480.0,464.0,378.0,350.0,260.0,276.0
2878,남,20,21.0,21.0,"1,861","1,601",864.0,84.0,380.0,435.0,980,972,847,910,910,"1,031","1,605",462.0,453.0,365.0,640.0,538.0,"1,144",611.0,596.0,550.0,392.0,398.0,321.0,306.0
2879,남,20,10.0,10.0,"1,777","1,536",824.0,76.8,367.0,412.0,933,915,800,875,875,950,"1,553",424.0,415.0,351.0,612.0,523.0,"1,124",554.0,587.0,534.0,378.0,404.0,310.0,287.0
2880,남,20,25.0,23.0,"1,685","1,444",763.0,71.5,375.0,427.0,935,890,820,837,842,985,"1,478",417.0,404.0,331.0,565.0,470.0,"1,025",554.0,613.0,564.0,400.0,378.0,322.0,279.0
2881,남,20,25.0,22.0,"1,665","1,433",779.0,50.5,344.0,398.0,830,785,700,720,731,840,"1,448",435.0,433.0,325.0,563.0,508.0,"1,011",552.0,485.0,441.0,333.0,309.0,232.0,245.0
2882,남,35,16.0,14.0,"1,722","1,474",765.0,88.5,410.0,460.0,"1,032","1,017",960,972,973,"1,067","1,495",430.0,430.0,335.0,566.0,470.0,"1,040",588.0,655.0,582.0,394.0,425.0,350.0,298.0
2884,남,47,21.0,20.0,"1,719","1,476",786.0,81.1,410.0,472.0,"1,031","1,016",905,904,925,980,"1,503",470.0,460.0,350.0,606.0,493.0,"1,064",558.0,602.0,526.0,382.0,407.0,335.0,300.0
2885,남,30,15.0,12.0,"1,710","1,468",758.0,69.2,380.0,438.0,920,885,765,795,800,946,"1,478",432.0,417.0,340.0,584.0,476.0,"1,014",568.0,578.0,523.0,359.0,402.0,298.0,282.0
2886,남,42,20.0,22.0,"1,707","1,465",774.0,74.2,375.0,428.0,"1,005",960,780,793,801,990,"1,479",421.0,420.0,339.0,573.0,485.0,"1,045",578.0,599.0,550.0,379.0,409.0,322.0,295.0
2887,남,37,23.0,24.0,"1,784","1,533",827.0,73.8,378.0,438.0,965,921,835,849,850,956,"1,570",440.0,435.0,355.0,610.0,505.0,"1,087",568.0,599.0,530.0,365.0,381.0,302.0,283.0
2888,남,43,21.0,19.0,"1,636","1,406",739.0,60.4,350.0,410.0,897,850,750,765,767,907,"1,420",408.0,404.0,320.0,555.0,484.0,984,543.0,549.0,498.0,358.0,368.0,298.0,278.0
2889,남,34,22.0,23.0,"1,698","1,465",765.0,71.0,385.0,440.0,"1,050","1,010",820,817,813,915,"1,484",427.0,416.0,344.0,590.0,506.0,"1,044",540.0,558.0,531.0,365.0,391.0,337.0,296.0
2890,남,44,25.0,20.0,"1,671","1,427",735.0,74.0,410.0,453.0,"1,021","1,015",835,842,843,998,"1,448",436.0,422.0,315.0,555.0,456.0,992,563.0,591.0,552.0,382.0,392.0,345.0,304.0
2891,남,35,17.0,20.0,"1,776","1,528",818.0,64.3,365.0,437.0,930,860,736,766,770,940,"1,539",452.0,438.0,356.0,614.0,528.0,"1,078",536.0,528.0,493.0,357.0,395.0,285.0,275.0
2892,남,32,17.0,18.0,"1,734","1,501",768.0,90.2,415.0,477.0,"1,032","1,007",975,990,986,"1,072","1,520",417.0,406.0,333.0,578.0,468.0,"1,050",586.0,670.0,586.0,399.0,449.0,349.0,308.0
2893,남,35,21.0,17.0,"1,751","1,500",792.0,65.1,350.0,414.0,890,835,723,763,782,925,"1,519",451.0,442.0,345.0,590.0,504.0,"1,047",552.0,567.0,532.0,364.0,387.0,285.0,269.0
2894,남,40,24.0,21.0,"1,709","1,463",783.0,63.1,353.0,410.0,885,845,736,760,762,921,"1,487",406.0,400.0,342.0,580.0,508.0,"1,045",564.0,539.0,505.0,369.0,376.0,265.0,259.0
2895,남,30,20.0,15.0,"1,706","1,462",768.0,66.7,380.0,433.0,920,880,796,816,820,932,"1,469",407.0,406.0,343.0,578.0,485.0,"1,023",558.0,556.0,493.0,358.0,364.0,298.0,260.0
2896,남,35,24.0,23.0,"1,705","1,466",776.0,80.4,433.0,507.0,"1,037","1,006",943,923,950,"1,000","1,481",490.0,488.0,343.0,590.0,498.0,"1,040",587.0,589.0,545.0,392.0,393.0,310.0,304.0
2897,남,20,19.0,19.0,"1,686","1,425",751.0,61.8,355.0,403.0,885,865,702,712,730,885,"1,443",426.0,417.0,335.0,575.0,498.0,"1,004",558.0,549.0,512.0,349.0,373.0,300.0,269.0
2898,남,20,22.0,20.0,"1,774","1,516",811.0,72.6,370.0,428.0,936,910,774,787,787,978,"1,520",445.0,443.0,351.0,615.0,533.0,"1,074",582.0,588.0,538.0,395.0,389.0,301.0,299.0
2899,남,20,17.0,15.0,"1,777","1,521",787.0,63.3,355.0,410.0,890,852,731,753,753,903,"1,538",380.0,380.0,355.0,610.0,508.0,"1,060",557.0,543.0,492.0,365.0,352.0,298.0,288.0
2900,남,21,15.0,20.0,"1,710","1,469",786.0,61.6,360.0,417.0,915,850,718,712,712,916,"1,485",435.0,430.0,340.0,602.0,505.0,"1,030",547.0,524.0,505.0,373.0,350.0,302.0,268.0
2901,남,26,20.0,17.0,"1,640","1,392",725.0,55.1,340.0,385.0,942,862,685,706,706,892,"1,398",396.0,387.0,304.0,535.0,444.0,981,536.0,529.0,478.0,342.0,349.0,295.0,248.0
2902,남,20,20.0,25.0,"1,758","1,526",805.0,65.6,345.0,410.0,920,856,743,760,767,945,"1,538",445.0,435.0,358.0,603.0,518.0,"1,064",564.0,547.0,508.0,360.0,370.0,285.0,281.0
2903,남,25,20.0,15.0,"1,671","1,425",741.0,59.0,345.0,393.0,868,825,692,700,700,902,"1,431",420.0,418.0,326.0,560.0,482.0,"1,024",565.0,532.0,495.0,353.0,372.0,291.0,274.0
2904,남,32,20.0,23.0,"1,757","1,511",805.0,86.9,390.0,442.0,"1,075","1,025",940,938,942,"1,060","1,524",438.0,441.0,364.0,620.0,504.0,"1,064",580.0,661.0,600.0,391.0,421.0,350.0,316.0
2905,남,40,14.0,16.0,"1,667","1,419",715.0,82.8,405.0,450.0,"1,040","1,025",947,964,968,"1,016","1,440",437.0,428.0,334.0,575.0,465.0,999,585.0,617.0,542.0,378.0,413.0,320.0,280.0
2906,남,43,17.0,16.0,"1,735","1,484",733.0,90.2,405.0,470.0,"1,040",990,956,970,970,"1,086","1,505",448.0,448.0,335.0,580.0,478.0,"1,041",568.0,660.0,598.0,421.0,442.0,367.0,311.0
2907,남,41,26.0,22.0,"1,688","1,440",766.0,73.3,368.0,432.0,"1,006","1,030",924,921,935,958,"1,459",423.0,415.0,339.0,586.0,484.0,"1,023",546.0,575.0,527.0,344.0,383.0,326.0,280.0
2908,남,24,16.0,24.0,"1,796","1,532",792.0,88.7,390.0,462.0,"1,065","1,065",910,922,925,"1,040","1,550",457.0,450.0,347.0,615.0,520.0,"1,080",586.0,620.0,580.0,391.0,415.0,355.0,304.0
2909,남,32,20.0,20.0,"1,798","1,522",818.0,79.7,375.0,442.0,996,943,758,795,807,976,"1,540",422.0,425.0,355.0,620.0,524.0,"1,077",580.0,600.0,558.0,396.0,415.0,356.0,311.0
2910,남,21,20.0,24.0,"1,786","1,540",850.0,64.9,355.0,401.0,836,805,710,715,717,895,"1,544",438.0,426.0,358.0,615.0,525.0,"1,078",567.0,512.0,503.0,394.0,395.0,277.0,286.0
2911,남,20,20.0,19.0,"1,767","1,520",802.0,69.1,336.0,384.0,905,870,712,760,765,960,"1,523",442.0,435.0,356.0,625.0,540.0,"1,088",558.0,566.0,504.0,370.0,386.0,312.0,298.0
2913,남,37,20.0,19.0,"1,671","1,426",748.0,61.1,384.0,427.0,946,905,743,740,745,890,"1,430",429.0,427.0,315.0,547.0,450.0,989,556.0,546.0,491.0,342.0,361.0,300.0,254.0
2914,남,42,23.0,18.0,"1,734","1,503",791.0,74.2,392.0,455.0,"1,010",966,828,825,830,920,"1,518",477.0,470.0,342.0,597.0,510.0,"1,042",579.0,539.0,492.0,364.0,403.0,343.0,324.0
2915,남,32,24.0,20.0,"1,797","1,565",820.0,94.2,390.0,460.0,"1,098","1,070",958,996,"1,006","1,079","1,594",465.0,457.0,365.0,630.0,515.0,"1,124",565.0,659.0,593.0,398.0,425.0,335.0,313.0
2916,남,33,23.0,20.0,"1,663","1,443",780.0,75.7,380.0,447.0,"1,037","1,002",890,910,916,985,"1,460",448.0,444.0,345.0,595.0,493.0,"1,033",541.0,598.0,561.0,367.0,428.0,333.0,295.0
2917,남,39,19.0,20.0,"1,645","1,428",740.0,80.2,430.0,473.0,"1,052","1,032",996,955,980,"1,022","1,453",471.0,457.0,334.0,580.0,466.0,"1,012",562.0,622.0,538.0,365.0,400.0,337.0,306.0
2918,남,38,15.0,14.0,"1,756","1,503",796.0,78.0,380.0,429.0,"1,045",995,856,885,888,975,"1,514",428.0,422.0,360.0,620.0,511.0,"1,080",572.0,565.0,520.0,383.0,378.0,320.0,306.0
2919,남,20,17.0,20.0,"1,743","1,490",765.0,81.9,360.0,410.0,980,965,825,856,976,"1,017","1,513",432.0,441.0,343.0,598.0,497.0,"1,060",602.0,638.0,602.0,393.0,411.0,339.0,300.0
2920,남,25,17.0,15.0,"1,778","1,538",809.0,75.4,364.0,427.0,915,918,790,850,861,973,"1,558",452.0,444.0,358.0,610.0,525.0,"1,097",564.0,599.0,531.0,380.0,391.0,307.0,295.0
2921,남,25,21.0,18.0,"1,772","1,524",813.0,82.5,385.0,430.0,"1,010",980,860,910,920,"1,015","1,543",435.0,420.0,350.0,615.0,522.0,"1,090",581.0,630.0,586.0,401.0,418.0,354.0,310.0
2922,남,47,17.0,17.0,"1,751","1,506",791.0,76.8,380.0,430.0,975,980,902,914,920,965,"1,523",425.0,425.0,348.0,598.0,498.0,"1,064",571.0,561.0,507.0,378.0,366.0,310.0,278.0
2923,남,36,20.0,18.0,"1,640","1,406",707.0,62.1,420.0,459.0,"1,033","1,023",926,910,940,972,"1,423",443.0,442.0,330.0,557.0,453.0,984,583.0,592.0,548.0,375.0,396.0,323.0,279.0
2924,남,32,17.0,20.0,"1,748","1,500",765.0,76.8,361.0,415.0,871,842,755,755,755,880,"1,516",410.0,403.0,340.0,597.0,503.0,"1,057",557.0,540.0,492.0,345.0,375.0,270.0,281.0
2925,남,23,15.0,16.0,"1,760","1,528",837.0,77.6,390.0,435.0,950,933,830,855,860,975,"1,550",435.0,423.0,360.0,625.0,520.0,"1,110",579.0,579.0,534.0,374.0,400.0,320.0,286.0
2926,남,49,19.0,19.0,"1,780","1,534",798.0,87.6,394.0,465.0,996,972,"1,020",995,"1,023","1,049","1,558",391.0,392.0,345.0,610.0,494.0,"1,097",557.0,619.0,566.0,377.0,404.0,327.0,300.0
2927,남,25,31.0,27.0,"1,660","1,426",760.0,55.5,340.0,398.0,820,771,697,715,724,872,"1,440",425.0,407.0,330.0,575.0,489.0,990,569.0,510.0,469.0,348.0,371.0,364.0,283.0
2929,남,34,20.0,15.0,"1,702","1,456",764.0,85.2,410.0,460.0,"1,080","1,070",961,960,955,"1,007","1,492",442.0,434.0,325.0,576.0,478.0,"1,058",576.0,596.0,539.0,374.0,394.0,333.0,291.0
2930,남,34,23.0,20.0,"1,732","1,474",815.0,75.3,390.0,443.0,995,967,848,868,870,972,"1,510",443.0,425.0,354.0,613.0,524.0,"1,089",583.0,595.0,550.0,370.0,384.0,320.0,291.0
2931,남,28,19.0,20.0,"1,695","1,454",777.0,69.2,355.0,399.0,960,900,783,810,815,970,"1,478",405.0,398.0,325.0,570.0,475.0,"1,033",533.0,588.0,533.0,368.0,392.0,300.0,278.0
2932,남,28,19.0,16.0,"1,654","1,408",765.0,53.6,315.0,388.0,850,796,678,702,704,886,"1,431",396.0,384.0,326.0,558.0,468.0,"1,010",530.0,532.0,475.0,342.0,335.0,276.0,258.0
2933,남,32,23.0,21.0,"1,730","1,484",794.0,60.2,350.0,398.0,904,853,715,735,736,890,"1,506",447.0,448.0,347.0,610.0,528.0,"1,064",553.0,511.0,479.0,350.0,345.0,277.0,267.0
2934,남,21,25.0,22.0,"1,784","1,511",827.0,69.6,347.0,400.0,890,851,701,765,767,953,"1,538",452.0,430.0,350.0,615.0,524.0,"1,103",589.0,563.0,530.0,393.0,391.0,303.0,279.0
2935,남,21,19.0,16.0,"1,654","1,420",724.0,83.5,388.0,446.0,"1,011","1,021",916,950,947,"1,029","1,447",408.0,394.0,340.0,560.0,464.0,"1,003",602.0,668.0,579.0,390.0,401.0,345.0,299.0
2936,남,20,25.0,25.0,"1,675","1,434",794.0,59.5,362.0,434.0,879,832,734,741,743,891,"1,454",396.0,400.0,347.0,597.0,526.0,"1,017",569.0,518.0,482.0,362.0,354.0,290.0,277.0
2937,남,20,13.0,15.0,"1,784","1,525",800.0,105.8,405.0,468.0,"1,136","1,115",983,"1,031","1,041","1,102","1,560",482.0,465.0,360.0,635.0,538.0,"1,105",592.0,698.0,640.0,418.0,465.0,352.0,320.0
2939,남,29,23.0,22.0,"1,690","1,470",775.0,85.9,408.0,457.0,"1,066","1,018",955,974,970,"1,032","1,496",460.0,446.0,334.0,582.0,484.0,"1,038",573.0,638.0,587.0,378.0,412.0,345.0,297.0
2940,남,28,15.0,19.0,"1,804","1,555",848.0,76.1,383.0,441.0,955,935,806,870,865,985,"1,570",438.0,432.0,367.0,635.0,544.0,"1,123",582.0,570.0,515.0,388.0,390.0,292.0,292.0
2941,남,20,24.0,21.0,"1,740","1,493",776.0,84.3,417.0,473.0,"1,085","1,004",902,915,926,"1,017","1,504",480.0,477.0,334.0,581.0,485.0,"1,060",568.0,611.0,574.0,375.0,404.0,327.0,297.0
2942,남,31,21.0,24.0,"1,738","1,504",792.0,91.3,425.0,478.0,"1,106","1,100",990,993,"1,002","1,051","1,528",478.0,455.0,354.0,605.0,503.0,"1,068",563.0,659.0,601.0,380.0,407.0,358.0,314.0
2943,남,35,22.0,19.0,"1,686","1,465",764.0,71.8,370.0,431.0,"1,003",964,851,861,869,930,"1,488",427.0,425.0,324.0,567.0,465.0,"1,038",551.0,574.0,523.0,359.0,363.0,357.0,278.0
2944,남,36,16.0,14.0,"1,718","1,496",813.0,71.6,388.0,429.0,"1,040",989,852,870,880,935,"1,515",440.0,432.0,351.0,606.0,505.0,"1,082",567.0,541.0,485.0,363.0,348.0,310.0,275.0
2946,남,22,16.0,14.0,"1,720","1,474",773.0,59.8,351.0,410.0,909,846,750,773,777,871,"1,500",403.0,393.0,330.0,570.0,495.0,"1,032",545.0,513.0,475.0,345.0,338.0,288.0,271.0
2947,남,32,17.0,17.0,"1,742","1,507",793.0,82.3,397.0,452.0,"1,022",967,827,872,878,"1,025","1,540",457.0,441.0,360.0,630.0,516.0,"1,082",570.0,617.0,595.0,387.0,413.0,330.0,291.0
2948,남,26,22.0,23.0,"1,769","1,510",787.0,83.5,392.0,440.0,"1,003",963,861,911,911,"1,017","1,529",432.0,427.0,352.0,617.0,524.0,"1,070",585.0,642.0,558.0,379.0,412.0,330.0,294.0
2949,남,27,23.0,25.0,"1,778","1,528",795.0,69.0,360.0,431.0,988,916,777,808,810,945,"1,555",437.0,430.0,347.0,592.0,510.0,"1,073",547.0,564.0,508.0,368.0,362.0,317.0,306.0
2950,남,26,16.0,15.0,"1,773","1,502",819.0,72.1,375.0,430.0,932,925,811,828,834,945,"1,521",415.0,415.0,365.0,637.0,510.0,"1,084",568.0,563.0,523.0,371.0,393.0,290.0,271.0
2951,남,22,22.0,21.0,"1,780","1,518",807.0,75.1,373.0,436.0,989,961,775,806,810,976,"1,548",452.0,433.0,360.0,620.0,521.0,"1,053",585.0,591.0,543.0,377.0,406.0,297.0,314.0
2953,남,23,16.0,24.0,"1,767","1,521",825.0,73.1,367.0,424.0,950,916,818,858,865,942,"1,545",426.0,420.0,357.0,625.0,525.0,"1,079",573.0,569.0,542.0,371.0,385.0,305.0,273.0
2954,남,20,19.0,16.0,"1,817","1,549",796.0,97.9,380.0,452.0,"1,005",992,901,"1,015","1,022","1,153","1,571",460.0,434.0,370.0,640.0,535.0,"1,106",570.0,691.0,647.0,433.0,457.0,345.0,318.0
2955,남,40,18.0,15.0,"1,705","1,473",775.0,84.0,380.0,432.0,"1,080","1,074",906,938,947,992,"1,495",434.0,426.0,345.0,590.0,490.0,"1,048",557.0,614.0,554.0,395.0,395.0,355.0,295.0
2956,남,41,22.0,25.0,"1,686","1,453",759.0,80.0,413.0,474.0,"1,035","1,017",900,900,905,990,"1,470",446.0,426.0,330.0,580.0,486.0,"1,023",562.0,605.0,540.0,380.0,408.0,329.0,301.0
2957,남,34,20.0,15.0,"1,860","1,589",810.0,86.8,395.0,445.0,"1,043",998,875,911,919,"1,035","1,614",460.0,448.0,386.0,660.0,542.0,"1,130",581.0,640.0,538.0,396.0,389.0,327.0,325.0
2958,남,28,23.0,23.0,"1,645","1,384",717.0,70.7,407.0,450.0,955,930,880,897,898,946,"1,413",410.0,395.0,325.0,567.0,475.0,983,600.0,579.0,518.0,389.0,386.0,328.0,279.0
2959,남,31,24.0,24.0,"1,805","1,544",797.0,93.0,390.0,465.0,"1,030","1,003",907,928,940,"1,076","1,584",448.0,420.0,365.0,632.0,525.0,"1,104",578.0,679.0,627.0,425.0,439.0,363.0,306.0
2960,남,34,20.0,17.0,"1,750","1,508",813.0,79.5,385.0,433.0,951,914,850,856,865,"1,031","1,527",426.0,427.0,347.0,603.0,485.0,"1,086",541.0,605.0,575.0,389.0,410.0,325.0,305.0
2961,남,32,24.0,20.0,"1,676","1,434",736.0,74.7,385.0,453.0,"1,010",977,875,885,883,992,"1,457",427.0,418.0,350.0,600.0,490.0,"1,009",580.0,588.0,532.0,364.0,386.0,335.0,288.0
2962,남,27,18.0,20.0,"1,765","1,527",811.0,86.7,387.0,434.0,"1,046",997,876,902,908,"1,056","1,554",472.0,462.0,340.0,607.0,505.0,"1,075",584.0,634.0,599.0,393.0,412.0,332.0,301.0
2963,남,39,18.0,18.0,"1,739","1,509",759.0,95.6,413.0,469.0,"1,091","1,080",984,990,991,"1,071","1,530",456.0,432.0,332.0,577.0,483.0,"1,058",577.0,672.0,605.0,413.0,410.0,375.0,300.0
2964,남,40,20.0,20.0,"1,700","1,455",782.0,60.6,358.0,425.0,948,872,746,756,760,891,"1,484",407.0,398.0,337.0,594.0,505.0,"1,016",565.0,525.0,485.0,350.0,343.0,287.0,265.0
2965,남,36,9.0,10.0,"1,836","1,580",860.0,87.7,396.0,440.0,"1,118","1,092",917,930,935,978,"1,604",462.0,455.0,360.0,638.0,534.0,"1,146",599.0,586.0,547.0,358.0,378.0,310.0,321.0
2966,남,20,24.0,20.0,"1,707","1,455",764.0,78.0,373.0,425.0,981,965,796,825,827,985,"1,500",461.0,440.0,357.0,617.0,520.0,"1,035",585.0,629.0,593.0,388.0,419.0,328.0,275.0
2967,남,22,25.0,24.0,"1,720","1,473",787.0,65.3,370.0,421.0,925,873,754,770,771,917,"1,500",457.0,430.0,350.0,591.0,503.0,"1,048",564.0,536.0,489.0,359.0,362.0,315.0,278.0
2970,남,25,12.0,10.0,"1,731","1,494",813.0,93.0,370.0,433.0,"1,018",990,821,847,856,942,"1,523",417.0,405.0,380.0,642.0,545.0,"1,086",571.0,590.0,550.0,389.0,393.0,343.0,288.0
2971,남,35,17.0,14.0,"1,815","1,581",823.0,50.6,410.0,468.0,"1,070","1,055",930,951,952,"1,046","1,605",437.0,432.0,351.0,619.0,495.0,"1,133",562.0,637.0,581.0,409.0,428.0,330.0,322.0
2973,남,33,17.0,17.0,"1,734","1,482",760.0,83.6,405.0,458.0,"1,022",998,948,952,948,"1,032","1,503",430.0,428.0,347.0,604.0,482.0,"1,049",578.0,616.0,558.0,385.0,398.0,315.0,287.0
2974,남,31,19.0,17.0,"1,827","1,603",885.0,89.5,403.0,448.0,"1,013",995,896,931,937,"1,025","1,616",426.0,409.0,371.0,653.0,550.0,"1,154",578.0,634.0,574.0,408.0,399.0,340.0,312.0
2975,남,31,20.0,20.0,"1,737","1,478",767.0,75.1,378.0,448.0,985,955,832,848,851,990,"1,499",435.0,427.0,345.0,602.0,503.0,"1,028",573.0,594.0,517.0,368.0,379.0,311.0,276.0
2976,남,26,19.0,18.0,"1,777","1,521",804.0,79.7,389.0,445.0,964,940,835,852,855,"1,007","1,533",417.0,405.0,345.0,600.0,504.0,"1,074",575.0,617.0,575.0,397.0,393.0,348.0,302.0
2977,남,23,20.0,18.0,"1,784","1,535",844.0,88.8,388.0,458.0,"1,058","1,018",885,920,926,"1,072","1,553",468.0,450.0,360.0,628.0,525.0,"1,106",585.0,656.0,593.0,392.0,416.0,320.0,303.0
2978,남,49,15.0,16.0,"1,673","1,445",752.0,76.9,385.0,453.0,"1,004",977,868,893,880,985,"1,469",429.0,412.0,330.0,573.0,483.0,"1,020",546.0,593.0,536.0,369.0,396.0,318.0,298.0
2979,남,49,14.0,16.0,"1,702","1,466",784.0,67.7,380.0,421.0,931,920,824,835,840,924,"1,486",429.0,392.0,340.0,595.0,482.0,"1,034",584.0,549.0,475.0,351.0,352.0,310.0,275.0
2980,남,27,13.0,13.0,"1,833","1,559",838.0,85.2,389.0,450.0,"1,055","1,030",885,915,920,"1,016","1,579",436.0,432.0,360.0,632.0,546.0,"1,112",572.0,620.0,559.0,386.0,397.0,327.0,285.0
2981,남,27,22.0,20.0,"1,742","1,479",828.0,60.7,365.0,414.0,900,855,720,722,731,885,"1,493",421.0,407.0,350.0,611.0,542.0,"1,068",572.0,509.0,471.0,355.0,373.0,275.0,264.0
2982,남,28,23.0,20.0,"1,688","1,430",745.0,66.5,355.0,408.0,937,895,844,880,885,956,"1,457",415.0,386.0,328.0,554.0,476.0,"1,009",558.0,569.0,501.0,370.0,365.0,320.0,271.0
2983,남,41,16.0,12.0,"1,725","1,476",784.0,86.4,403.0,454.0,"1,070","1,053",945,954,940,"1,021","1,503",455.0,435.0,349.0,602.0,508.0,"1,077",560.0,638.0,577.0,401.0,421.0,355.0,305.0
2984,남,33,20.0,20.0,"1,717","1,477",796.0,66.5,357.0,413.0,934,906,765,780,785,930,"1,502",412.0,393.0,340.0,590.0,495.0,"1,050",555.0,572.0,534.0,372.0,371.0,305.0,270.0
2985,남,22,19.0,19.0,"1,616","1,369",712.0,75.8,370.0,420.0,995,975,870,905,910,"1,032","1,387",428.0,400.0,330.0,573.0,478.0,974,581.0,624.0,585.0,399.0,385.0,348.0,296.0
2986,남,29,22.0,20.0,"1,750","1,504",808.0,71.2,358.0,415.0,925,890,774,786,790,930,"1,517",434.0,433.0,361.0,627.0,543.0,"1,066",575.0,570.0,553.0,367.0,422.0,313.0,297.0
2987,남,21,25.0,21.0,"1,733","1,482",790.0,71.7,390.0,440.0,953,912,810,832,832,965,"1,512",415.0,403.0,352.0,613.0,518.0,"1,049",575.0,563.0,522.0,384.0,369.0,310.0,270.0
2988,남,37,20.0,16.0,"1,708","1,474",756.0,81.2,403.0,455.0,"1,018",990,902,895,896,"1,035","1,501",410.0,403.0,327.0,570.0,470.0,"1,046",572.0,615.0,553.0,393.0,410.0,325.0,284.0
2989,남,21,21.0,24.0,"1,835","1,593",873.0,73.7,368.0,440.0,960,905,798,810,812,955,"1,596",456.0,451.0,364.0,637.0,550.0,"1,140",562.0,546.0,523.0,381.0,381.0,271.0,279.0
2990,남,21,19.0,20.0,"1,649","1,403",757.0,61.0,340.0,390.0,903,892,757,778,782,907,"1,420",420.0,392.0,342.0,580.0,496.0,"1,020",563.0,548.0,478.0,336.0,344.0,286.0,262.0
2991,남,20,15.0,13.0,"1,732","1,505",830.0,66.3,377.0,423.0,891,850,745,775,780,930,"1,534",427.0,417.0,360.0,620.0,537.0,"1,094",561.0,559.0,508.0,384.0,373.0,292.0,279.0
2992,남,36,17.0,15.0,"1,781","1,538",826.0,79.3,387.0,455.0,"1,000",990,855,896,898,970,"1,566",455.0,440.0,358.0,625.0,540.0,"1,108",577.0,594.0,547.0,394.0,381.0,335.0,313.0
2993,남,49,14.0,20.0,"1,700","1,450",738.0,83.7,420.0,470.0,"1,020",990,967,984,984,992,"1,485",454.0,448.0,338.0,590.0,495.0,"1,031",588.0,592.0,535.0,382.0,423.0,356.0,307.0
2994,남,40,25.0,15.0,"1,740","1,497",783.0,75.6,370.0,428.0,958,950,862,855,857,956,"1,507",415.0,410.0,326.0,572.0,485.0,"1,058",576.0,589.0,525.0,378.0,417.0,298.0,279.0
2995,남,26,19.0,16.0,"1,750","1,478",761.0,77.4,395.0,447.0,965,930,845,852,856,979,"1,506",413.0,410.0,315.0,563.0,492.0,"1,026",598.0,583.0,543.0,409.0,411.0,327.0,302.0
2996,남,37,18.0,18.0,"1,608","1,374",708.0,73.4,386.0,440.0,"1,010",996,873,847,875,977,"1,401",417.0,415.0,334.0,570.0,470.0,970,545.0,599.0,548.0,390.0,406.0,340.0,307.0
2997,남,25,22.0,19.0,"1,715","1,481",776.0,83.6,390.0,455.0,"1,041","1,002",893,928,930,"1,023","1,505",442.0,430.0,352.0,612.0,518.0,"1,070",564.0,637.0,579.0,392.0,420.0,365.0,308.0
2998,남,37,16.0,19.0,"1,700","1,449",782.0,74.6,383.0,427.0,"1,007",986,805,840,840,955,"1,480",434.0,426.0,334.0,571.0,474.0,"1,030",588.0,572.0,540.0,384.0,388.0,316.0,289.0
2999,남,21,22.0,16.0,"1,778","1,514",787.0,84.9,377.0,441.0,980,985,880,945,965,"1,045","1,543",465.0,435.0,360.0,625.0,535.0,"1,087",571.0,656.0,577.0,392.0,394.0,298.0,282.0
3000,남,22,19.0,19.0,"1,852","1,608",884.0,91.4,385.0,438.0,"1,055","1,060",890,925,938,"1,015","1,632",457.0,442.0,370.0,635.0,538.0,"1,168",582.0,615.0,593.0,416.0,425.0,335.0,298.0
