,02 성별,06_나이_반올림,001_오른쪽어깨경사각,002_왼쪽어깨경사각,003_키,005_목뒤높이,017_샅높이,031_몸무게,037_목둘레,038_목밑둘레,039_가슴둘레,040_젖가슴둘레,042_허리둘레,043_배꼽수준허리둘레,044_배둘레,045_엉덩이둘레,052_총길이,054_어깨사이길이,055_어깨가쪽사이길이,063_위팔길이,064_팔길이,065_팔안쪽길이,069_다리가쪽길이,111_머리둘레,121_넙다리둘레,122_넙다리중간둘레,123_무릎둘레,125_장딴지둘레,130_위팔둘레,131_팔꿈치둘레
4122,남,29,29.0,15.0,"1,713","1,470",823.0,64.7,354.0,358.0,922,900,840,865,843,928,"1,502",405.0,408.0,335.0,580.0,498.0,"1,038",556.0,535.0,470.0,367.0,348.0,284.0,236.0
4123,남,27,29.0,27.0,"1,670","1,446",783.0,92.1,414.0,415.0,"1,065","1,078","1,085","1,065","1,035","1,074","1,482",405.0,414.0,335.0,573.0,501.0,"1,042",578.0,648.0,602.0,392.0,441.0,328.0,251.0
4124,남,33,21.0,18.0,"1,804","1,536",871.0,94.9,391.0,406.0,"1,101","1,075","1,061","1,075","1,049","1,079","1,590",440.0,432.0,375.0,651.0,501.0,"1,131",554.0,634.0,575.0,401.0,409.0,320.0,335.0
4125,남,33,20.0,19.0,"1,776","1,485",813.0,71.6,372.0,385.0,921,884,825,851,841,961,"1,520",420.0,430.0,330.0,570.0,441.0,"1,081",562.0,590.0,559.0,391.0,390.0,283.0,271.0
4126,남,29,24.0,22.0,"1,705","1,460",793.0,60.6,378.0,384.0,885,854,739,768,762,880,"1,467",458.0,462.0,315.0,583.0,485.0,"1,045",548.0,504.0,502.0,333.0,352.0,278.0,241.0
4127,남,24,19.0,24.0,"1,736","1,464",828.0,79.9,374.0,385.0,"1,041","1,031",885,911,910,"1,002","1,500",462.0,451.0,350.0,600.0,492.0,"1,061",585.0,572.0,529.0,382.0,380.0,305.0,295.0
4128,남,27,24.0,25.0,"1,708","1,435",824.0,69.2,364.0,391.0,990,941,770,775,761,941,"1,470",445.0,430.0,345.0,600.0,490.0,"1,045",564.0,575.0,534.0,370.0,381.0,314.0,287.0
4129,남,28,32.0,20.0,"1,762","1,506",813.0,77.0,384.0,390.0,945,928,775,785,805,986,"1,512",425.0,430.0,325.0,595.0,507.0,"1,034",573.0,573.0,574.0,388.0,402.0,324.0,288.0
4130,남,33,27.0,19.0,"1,736","1,489",821.0,79.6,395.0,398.0,"1,015","1,005",899,905,898,"1,005","1,492",435.0,440.0,325.0,583.0,534.0,"1,058",561.0,594.0,566.0,364.0,409.0,340.0,261.0
4131,남,26,30.0,26.0,"1,630","1,384",734.0,62.8,365.0,381.0,931,901,791,785,772,904,"1,420",425.0,411.0,331.0,570.0,470.0,991,544.0,564.0,534.0,344.0,352.0,310.0,265.0
4132,남,27,29.0,23.0,"1,749","1,499",806.0,72.8,379.0,384.0,928,923,842,845,854,960,"1,502",445.0,447.0,348.0,600.0,541.0,"1,048",573.0,530.0,497.0,365.0,368.0,314.0,264.0
4133,남,31,24.0,16.0,"1,675","1,412",743.0,80.6,370.0,385.0,"1,042","1,060",920,931,912,"1,001","1,465",430.0,440.0,331.0,580.0,421.0,"1,002",565.0,600.0,552.0,395.0,442.0,324.0,281.0
4134,남,27,11.0,20.0,"1,780","1,483",821.0,66.4,360.0,384.0,920,870,770,815,851,935,"1,530",441.0,420.0,370.0,630.0,481.0,"1,080",570.0,534.0,506.0,367.0,369.0,262.0,264.0
4135,남,31,20.0,20.0,"1,730","1,463",760.0,77.8,375.0,378.0,985,945,856,858,869,"1,006","1,472",425.0,425.0,315.0,567.0,485.0,"1,047",592.0,593.0,547.0,373.0,384.0,341.0,273.0
4136,남,34,20.0,24.0,"1,784","1,537",820.0,80.2,368.0,372.0,"1,034",964,836,842,839,991,"1,538",450.0,453.0,365.0,599.0,550.0,"1,098",564.0,611.0,546.0,393.0,398.0,347.0,273.0
4137,남,42,20.0,16.0,"1,646","1,394",730.0,68.2,379.0,384.0,965,915,850,861,864,961,"1,404",430.0,415.0,315.0,574.0,485.0,969,562.0,569.0,504.0,365.0,409.0,300.0,299.0
4138,남,33,26.0,29.0,"1,802","1,541",819.0,87.5,395.0,415.0,"1,031","1,035",955,961,940,"1,041","1,570",475.0,460.0,370.0,651.0,490.0,"1,105",570.0,624.0,581.0,390.0,387.0,334.0,319.0
4139,남,26,28.0,25.0,"1,625","1,371",734.0,58.6,368.0,372.0,885,835,750,758,758,897,"1,402",375.0,385.0,305.0,558.0,458.0,972,569.0,529.0,456.0,334.0,359.0,302.0,236.0
4140,남,28,28.0,28.0,"1,635","1,379",776.0,64.8,366.0,371.0,872,865,875,885,883,950,"1,382",415.0,420.0,310.0,534.0,454.0,977,559.0,572.0,530.0,340.0,366.0,298.0,236.0
4141,남,27,20.0,16.0,"1,645","1,404",784.0,88.1,375.0,395.0,"1,042","1,081","1,031","1,071","1,045","1,005","1,451",450.0,420.0,335.0,581.0,450.0,"1,011",566.0,600.0,528.0,364.0,421.0,315.0,256.0
4142,남,32,29.0,20.0,"1,664","1,384",766.0,70.2,385.0,400.0,980,972,835,872,830,974,"1,431",450.0,430.0,315.0,552.0,421.0,994,574.0,590.0,528.0,375.0,379.0,314.0,254.0
4143,남,26,31.0,18.0,"1,696","1,455",800.0,63.5,301.0,364.0,895,865,745,755,768,907,"1,462",420.0,423.0,315.0,544.0,488.0,"1,035",558.0,534.0,487.0,370.0,362.0,312.0,249.0
4144,남,25,20.0,21.0,"1,680","1,413",784.0,59.4,365.0,391.0,910,862,775,771,780,881,"1,460",411.0,402.0,340.0,571.0,451.0,"1,034",570.0,521.0,491.0,360.0,347.0,282.0,249.0
4145,남,28,16.0,16.0,"1,762","1,503",825.0,70.9,375.0,384.0,"1,005",988,823,825,834,920,"1,507",435.0,428.0,355.0,621.0,544.0,"1,059",546.0,534.0,508.0,342.0,363.0,329.0,258.0
4146,남,25,25.0,24.0,"1,650","1,399",754.0,72.2,360.0,379.0,975,951,812,845,841,949,"1,441",425.0,405.0,321.0,572.0,421.0,"1,011",552.0,576.0,572.0,374.0,402.0,331.0,264.0
4147,남,26,25.0,26.0,"1,650","1,355",738.0,62.3,371.0,399.0,925,900,780,782,771,941,"1,429",435.0,420.0,325.0,542.0,411.0,991,560.0,564.0,515.0,352.0,364.0,295.0,261.0
4148,남,29,28.0,18.0,"1,703","1,426",745.0,87.9,409.0,414.0,"1,039","1,038",962,978,964,"1,043","1,433",435.0,435.0,325.0,583.0,475.0,"1,007",610.0,637.0,550.0,392.0,434.0,300.0,252.0
4149,남,25,18.0,20.0,"1,750","1,505",816.0,72.7,390.0,390.0,900,901,971,945,878,820,"1,512",415.0,417.0,335.0,600.0,517.0,"1,072",575.0,571.0,567.0,382.0,383.0,328.0,254.0
4150,남,26,29.0,29.0,"1,674","1,424",795.0,70.7,385.0,400.0,995,972,851,870,851,972,"1,460",451.0,445.0,340.0,600.0,470.0,"1,051",569.0,574.0,508.0,372.0,385.0,319.0,282.0
4151,남,24,16.0,13.0,"1,626","1,374",765.0,59.6,381.0,393.0,874,861,765,781,790,901,"1,400",385.0,388.0,298.0,530.0,456.0,988,547.0,530.0,495.0,346.0,349.0,326.0,246.0
4152,남,31,28.0,14.0,"1,702","1,450",797.0,69.1,380.0,389.0,961,935,810,813,818,950,"1,453",445.0,445.0,348.0,623.0,523.0,"1,032",571.0,568.0,515.0,357.0,374.0,317.0,270.0
4153,남,30,26.0,18.0,"1,680","1,432",744.0,75.0,380.0,400.0,945,885,904,898,966,978,"1,444",415.0,420.0,325.0,571.0,490.0,"1,008",571.0,588.0,527.0,371.0,380.0,329.0,278.0
4154,남,25,18.0,29.0,"1,853","1,583",887.0,76.1,369.0,371.0,930,872,754,765,777,971,"1,584",480.0,495.0,375.0,668.0,570.0,"1,124",566.0,538.0,525.0,405.0,384.0,333.0,267.0
4155,남,25,22.0,21.0,"1,798","1,541",844.0,79.6,380.0,401.0,"1,075",995,810,831,830,"1,005","1,580",480.0,491.0,365.0,640.0,511.0,"1,105",575.0,607.0,542.0,392.0,405.0,312.0,231.0
4156,남,25,30.0,20.0,"1,757","1,504",826.0,69.7,370.0,378.0,801,861,836,849,847,969,"1,511",474.0,474.0,343.0,581.0,513.0,"1,068",553.0,540.0,500.0,356.0,383.0,318.0,315.0
4157,남,26,19.0,23.0,"1,756","1,474",835.0,56.3,365.0,391.0,860,809,675,680,734,895,"1,520",425.0,430.0,351.0,611.0,500.0,"1,095",561.0,482.0,452.0,338.0,331.0,255.0,254.0
4158,남,24,25.0,26.0,"1,805","1,538",859.0,83.7,395.0,421.0,991,951,875,901,931,"1,052","1,602",441.0,430.0,325.0,600.0,490.0,"1,145",590.0,615.0,549.0,392.0,400.0,330.0,295.0
4159,남,25,28.0,10.0,"1,800","1,539",829.0,71.1,388.0,392.0,935,875,765,775,785,970,"1,548",445.0,445.0,352.0,638.0,520.0,"1,088",579.0,540.0,503.0,370.0,361.0,296.0,269.0
4160,남,34,20.0,20.0,"1,797","1,543",791.0,79.9,394.0,401.0,985,950,860,858,849,979,"1,548",442.0,444.0,345.0,623.0,521.0,"1,078",565.0,616.0,576.0,381.0,388.0,317.0,270.0
4161,남,26,27.0,30.0,"1,775","1,460",805.0,79.8,395.0,410.0,"1,020",955,830,850,870,"1,015","1,519",481.0,480.0,305.0,580.0,471.0,"1,085",600.0,590.0,534.0,382.0,389.0,340.0,300.0
4162,남,39,30.0,31.0,"1,716","1,427",787.0,75.5,385.0,397.0,"1,015",995,915,921,914,945,"1,476",470.0,454.0,342.0,600.0,470.0,"1,047",582.0,565.0,546.0,362.0,385.0,333.0,301.0
4163,남,39,24.0,32.0,"1,706","1,444",776.0,76.2,391.0,400.0,982,932,842,881,887,979,"1,490",432.0,420.0,336.0,581.0,471.0,"1,047",581.0,596.0,558.0,372.0,368.0,320.0,300.0
4164,남,37,20.0,24.0,"1,716","1,467",802.0,76.6,401.0,412.0,970,944,860,855,821,972,"1,527",430.0,424.0,341.0,600.0,461.0,"1,061",570.0,615.0,584.0,375.0,400.0,355.0,292.0
4165,남,38,23.0,29.0,"1,738","1,486",835.0,72.4,386.0,401.0,970,906,850,841,864,951,"1,520",450.0,441.0,340.0,580.0,430.0,"1,070",590.0,584.0,560.0,364.0,374.0,295.0,286.0
4166,남,38,28.0,28.0,"1,666","1,404",731.0,64.5,375.0,385.0,935,885,785,820,830,934,"1,460",420.0,400.0,311.0,551.0,421.0,989,556.0,561.0,539.0,331.0,355.0,301.0,300.0
4167,남,36,15.0,20.0,"1,700","1,440",766.0,74.5,391.0,456.0,954,921,869,874,899,960,"1,474",422.0,400.0,315.0,560.0,440.0,"1,044",580.0,545.0,471.0,375.0,370.0,308.0,291.0
4168,남,40,25.0,27.0,"1,680","1,396",787.0,41.5,390.0,431.0,931,901,744,765,782,916,"1,438",446.0,422.0,310.0,561.0,434.0,"1,033",574.0,544.0,515.0,355.0,361.0,301.0,322.0
4169,남,39,30.0,33.0,"1,745","1,484",788.0,63.2,358.0,392.0,890,842,794,820,816,889,"1,513",450.0,434.0,307.0,554.0,450.0,"1,030",544.0,515.0,480.0,350.0,365.0,310.0,310.0
4170,남,39,22.0,22.0,"1,714","1,447",784.0,74.1,379.0,413.0,986,972,880,894,900,974,"1,474",428.0,437.0,334.0,590.0,476.0,"1,065",565.0,604.0,561.0,369.0,384.0,335.0,272.0
4171,남,37,19.0,15.0,"1,711","1,456",784.0,71.4,374.0,386.0,"1,011",966,852,854,834,955,"1,489",430.0,464.0,331.0,572.0,441.0,"1,031",565.0,635.0,541.0,402.0,334.0,302.0,268.0
4172,남,29,23.0,22.0,"1,724","1,467",740.0,87.1,411.0,422.0,"1,042","1,021",940,971,942,"1,031","1,511",410.0,430.0,321.0,557.0,430.0,"1,022",604.0,638.0,610.0,393.0,431.0,346.0,282.0
4173,남,36,19.0,20.0,"1,671","1,400",750.0,68.2,384.0,407.0,960,911,894,882,875,946,"1,418",450.0,446.0,317.0,546.0,450.0,"1,018",568.0,560.0,496.0,350.0,343.0,313.0,266.0
4174,남,35,25.0,22.0,"1,674","1,443",744.0,79.2,396.0,418.0,986,990,942,927,911,"1,008","1,463",463.0,436.0,318.0,598.0,427.0,"1,036",562.0,583.0,517.0,368.0,390.0,313.0,261.0
4175,남,23,23.0,26.0,"1,763","1,494",780.0,68.2,354.0,358.0,922,891,735,746,764,905,"1,498",445.0,448.0,325.0,565.0,525.0,"1,081",568.0,565.0,546.0,351.0,372.0,311.0,264.0
4176,남,36,29.0,26.0,"1,691","1,443",770.0,58.9,380.0,384.0,855,854,735,755,772,906,"1,463",405.0,412.0,302.0,540.0,470.0,"1,015",565.0,500.0,464.0,357.0,326.0,284.0,263.0
4177,남,27,27.0,26.0,"1,805","1,568",860.0,104.0,400.0,414.0,"1,094","1,070","1,031","1,058","1,059","1,106","1,593",454.0,457.0,335.0,602.0,538.0,"1,109",584.0,682.0,646.0,430.0,456.0,347.0,314.0
4178,남,32,19.0,15.0,"1,749","1,490",715.0,94.1,385.0,392.0,"1,054","1,072",979,"1,035","1,020","1,071","1,492",430.0,429.0,340.0,602.0,485.0,"1,043",579.0,661.0,583.0,408.0,419.0,343.0,281.0
4179,남,34,21.0,20.0,"1,816","1,578",825.0,88.8,405.0,414.0,"1,000",995,914,928,942,"1,036","1,618",479.0,479.0,358.0,635.0,535.0,"1,114",588.0,628.0,570.0,393.0,403.0,340.0,280.0
4180,남,35,24.0,10.0,"1,819","1,558",828.0,80.7,385.0,392.0,972,932,870,892,880,995,"1,581",440.0,442.0,333.0,604.0,518.0,"1,097",564.0,598.0,539.0,370.0,362.0,325.0,266.0
4181,남,33,25.0,15.0,"1,763","1,494",783.0,73.7,394.0,402.0,982,917,795,802,809,935,"1,502",435.0,439.0,329.0,574.0,509.0,"1,065",567.0,582.0,545.0,350.0,403.0,350.0,274.0
4182,남,28,25.0,24.0,"1,747","1,508",782.0,92.9,399.0,403.0,"1,035","1,030",965,"1,010","1,017","1,074","1,514",485.0,480.0,320.0,575.0,505.0,"1,075",576.0,671.0,604.0,404.0,416.0,357.0,260.0
4183,남,28,30.0,26.0,"1,790","1,504",802.0,66.9,364.0,370.0,895,840,728,738,749,881,"1,512",425.0,435.0,330.0,582.0,535.0,"1,062",592.0,549.0,516.0,373.0,350.0,286.0,254.0
4184,남,35,26.0,24.0,"1,799","1,538",840.0,69.9,364.0,372.0,960,930,762,804,812,958,"1,550",435.0,442.0,320.0,583.0,498.0,"1,065",568.0,568.0,537.0,358.0,364.0,277.0,263.0
4186,남,27,21.0,19.0,"1,719","1,474",767.0,71.8,370.0,378.0,944,938,805,837,849,984,"1,483",435.0,438.0,340.0,584.0,503.0,"1,069",573.0,575.0,560.0,344.0,376.0,297.0,240.0
4187,남,26,25.0,24.0,"1,736","1,488",813.0,71.5,345.0,351.0,953,889,800,809,818,972,"1,491",435.0,441.0,305.0,561.0,535.0,"1,065",559.0,598.0,554.0,358.0,384.0,324.0,278.0
4188,남,34,25.0,21.0,"1,736","1,476",744.0,77.9,369.0,373.0,949,928,839,869,871,979,"1,487",430.0,435.0,320.0,574.0,500.0,"1,032",578.0,607.0,602.0,369.0,400.0,327.0,282.0
4189,남,29,23.0,20.0,"1,762","1,513",793.0,79.5,385.0,389.0,965,945,824,837,854,"1,015","1,534",458.0,462.0,330.0,581.0,500.0,"1,088",574.0,618.0,606.0,375.0,427.0,336.0,274.0
4190,남,40,18.0,18.0,"1,746","1,508",795.0,85.3,379.0,384.0,978,980,929,936,941,"1,000","1,537",445.0,437.0,350.0,589.0,521.0,"1,072",567.0,614.0,581.0,370.0,406.0,326.0,277.0
4191,남,37,22.0,25.0,"1,694","1,440",761.0,77.0,370.0,374.0,960,945,876,900,903,"1,025","1,452",405.0,413.0,320.0,565.0,479.0,"1,045",565.0,616.0,574.0,378.0,388.0,314.0,262.0
4192,남,38,22.0,22.0,"1,791","1,543",840.0,72.4,390.0,394.0,915,914,784,823,835,956,"1,573",443.0,445.0,335.0,596.0,540.0,"1,111",571.0,579.0,538.0,346.0,352.0,304.0,255.0
4193,남,28,31.0,25.0,"1,795","1,526",816.0,71.9,400.0,414.0,885,867,800,845,851,"1,004","1,532",440.0,448.0,335.0,588.0,520.0,"1,101",576.0,585.0,543.0,352.0,375.0,290.0,236.0
4194,남,28,15.0,16.0,"1,732","1,482",792.0,77.1,382.0,384.0,"1,010",954,825,837,842,990,"1,493",445.0,447.0,322.0,574.0,470.0,"1,035",571.0,628.0,567.0,384.0,406.0,340.0,264.0
4195,남,35,23.0,24.0,"1,796","1,530",817.0,80.2,393.0,395.0,985,990,870,866,869,"1,004","1,546",410.0,417.0,322.0,581.0,500.0,"1,077",566.0,573.0,548.0,398.0,385.0,331.0,261.0
4196,남,34,20.0,17.0,"1,764","1,503",814.0,72.1,399.0,403.0,932,922,829,860,864,961,"1,517",430.0,439.0,340.0,592.0,525.0,"1,072",584.0,573.0,545.0,366.0,372.0,331.0,271.0
4197,남,37,24.0,22.0,"1,764","1,513",779.0,80.8,369.0,373.0,"1,000",979,875,890,920,"1,001","1,514",434.0,435.0,323.0,575.0,486.0,"1,042",571.0,570.0,519.0,388.0,402.0,318.0,276.0
4198,남,32,23.0,16.0,"1,783","1,539",805.0,85.7,419.0,413.0,"1,006","1,005",928,956,958,"1,019","1,550",400.0,404.0,329.0,583.0,517.0,"1,082",563.0,599.0,554.0,366.0,408.0,350.0,283.0
4199,남,39,25.0,24.0,"1,691","1,437",753.0,69.0,365.0,369.0,975,978,779,783,802,921,"1,472",392.0,408.0,314.0,562.0,474.0,"1,004",557.0,520.0,467.0,356.0,358.0,320.0,244.0
4200,남,35,31.0,25.0,"1,714","1,485",771.0,77.5,382.0,389.0,962,954,865,870,878,960,"1,490",420.0,418.0,315.0,579.0,483.0,"1,027",550.0,620.0,560.0,362.0,383.0,345.0,269.0
4201,남,39,24.0,19.0,"1,658","1,394",740.0,65.7,381.0,386.0,918,913,784,786,790,915,"1,399",410.0,410.0,295.0,532.0,455.0,985,568.0,561.0,534.0,350.0,325.0,320.0,264.0
4202,남,37,19.0,20.0,"1,784","1,528",820.0,75.0,372.0,378.0,958,908,810,838,840,958,"1,532",450.0,450.0,350.0,608.0,525.0,"1,092",570.0,611.0,585.0,357.0,365.0,304.0,269.0
4203,남,30,25.0,20.0,"1,824","1,554",838.0,81.2,386.0,393.0,972,950,864,905,909,"1,007","1,564",420.0,423.0,350.0,634.0,574.0,"1,130",577.0,600.0,546.0,380.0,393.0,360.0,268.0
4204,남,29,19.0,18.0,"1,714","1,462",796.0,76.3,365.0,375.0,913,920,845,852,880,985,"1,472",400.0,400.0,295.0,555.0,475.0,"1,000",564.0,605.0,575.0,377.0,391.0,337.0,269.0
4205,남,33,22.0,22.0,"1,734","1,496",782.0,79.3,375.0,382.0,913,905,865,860,883,"1,002","1,507",430.0,445.0,325.0,576.0,513.0,"1,052",567.0,604.0,572.0,363.0,362.0,312.0,265.0
4206,남,32,29.0,24.0,"1,788","1,537",813.0,86.5,434.0,433.0,"1,039","1,042",920,930,934,"1,018","1,554",435.0,437.0,322.0,606.0,523.0,"1,082",569.0,608.0,588.0,362.0,402.0,373.0,291.0
4207,남,34,25.0,25.0,"1,718","1,462",780.0,79.9,375.0,386.0,"1,041",982,895,906,875,"1,004","1,489",455.0,442.0,330.0,551.0,451.0,"1,051",577.0,615.0,545.0,369.0,391.0,320.0,316.0
4208,남,38,20.0,24.0,"1,813","1,546",840.0,87.9,405.0,421.0,"1,032","1,001",945,947,925,"1,019","1,580",430.0,411.0,341.0,602.0,460.0,"1,091",580.0,595.0,561.0,389.0,395.0,340.0,300.0
4209,남,35,22.0,23.0,"1,622","1,388",736.0,68.6,374.0,382.0,969,965,871,865,862,931,"1,392",420.0,418.0,326.0,532.0,472.0,984,530.0,567.0,543.0,341.0,373.0,321.0,260.0
4210,남,34,26.0,22.0,"1,800","1,540",819.0,71.0,371.0,374.0,974,905,765,785,803,934,"1,544",480.0,477.0,351.0,609.0,513.0,"1,091",566.0,562.0,531.0,352.0,374.0,312.0,264.0
4211,남,36,24.0,26.0,"1,700","1,437",760.0,74.2,408.0,450.0,958,935,865,855,853,994,"1,475",465.0,439.0,319.0,574.0,480.0,"1,005",546.0,608.0,554.0,358.0,374.0,331.0,280.0
4212,남,34,16.0,18.0,"1,674","1,422",745.0,68.2,356.0,368.0,944,923,859,869,937,944,"1,442",430.0,419.0,331.0,576.0,470.0,"1,025",556.0,565.0,478.0,368.0,365.0,321.0,261.0
4213,남,37,10.0,14.0,"1,706","1,444",783.0,67.6,365.0,369.0,945,910,810,816,843,954,"1,453",415.0,405.0,330.0,532.0,475.0,"1,045",558.0,562.0,520.0,368.0,357.0,306.0,264.0
4214,남,28,24.0,20.0,"1,694","1,429",756.0,66.9,372.0,410.0,957,925,748,775,825,953,"1,455",456.0,460.0,305.0,562.0,468.0,"1,022",548.0,549.0,518.0,364.0,374.0,320.0,264.0
4215,남,37,19.0,10.0,"1,856","1,612",870.0,68.3,379.0,384.0,906,892,769,775,785,886,"1,614",440.0,447.0,362.0,621.0,525.0,"1,119",580.0,530.0,468.0,348.0,342.0,284.0,264.0
4216,남,27,21.0,23.0,"1,764","1,485",793.0,67.8,376.0,384.0,875,873,792,811,818,925,"1,500",395.0,405.0,340.0,595.0,510.0,"1,052",542.0,560.0,543.0,370.0,360.0,302.0,263.0
4217,남,38,16.0,11.0,"1,865","1,596",884.0,107.5,400.0,408.0,"1,105","1,108","1,038","1,044","1,059","1,116","1,624",435.0,435.0,345.0,635.0,523.0,"1,143",587.0,691.0,631.0,420.0,431.0,390.0,306.0
4218,남,32,25.0,22.0,"1,820","1,568",835.0,90.3,413.0,425.0,"1,006",995,930,954,950,"1,054","1,588",445.0,450.0,343.0,581.0,540.0,"1,079",569.0,659.0,568.0,377.0,421.0,348.0,294.0
4219,남,37,19.0,18.0,"1,758","1,509",784.0,80.5,379.0,384.0,989,965,892,904,939,991,"1,512",410.0,405.0,340.0,581.0,490.0,"1,072",562.0,579.0,542.0,383.0,401.0,332.0,278.0
4220,남,30,22.0,21.0,"1,747","1,493",764.0,94.7,395.0,405.0,"1,105","1,059",940,947,972,"1,044","1,494",445.0,452.0,315.0,561.0,495.0,"1,032",597.0,660.0,615.0,384.0,442.0,370.0,280.0
4221,남,26,24.0,20.0,"1,748","1,483",786.0,67.9,369.0,372.0,955,914,816,845,851,943,"1,489",445.0,448.0,330.0,564.0,485.0,"1,068",565.0,548.0,527.0,351.0,370.0,310.0,243.0
4222,남,26,23.0,22.0,"1,761","1,496",799.0,92.0,399.0,401.0,"1,064","1,057",930,945,942,"1,070","1,510",445.0,450.0,345.0,608.0,530.0,"1,081",597.0,646.0,614.0,410.0,432.0,358.0,274.0
4223,남,27,32.0,27.0,"1,690","1,437",784.0,74.3,389.0,392.0,"1,021","1,025",801,839,848,970,"1,445",470.0,425.0,325.0,575.0,489.0,"1,041",562.0,541.0,504.0,358.0,408.0,296.0,248.0
4224,남,26,22.0,24.0,"1,715","1,483",790.0,88.5,410.0,414.0,"1,058","1,052",915,939,942,"1,061","1,509",425.0,435.0,320.0,571.0,455.0,"1,025",588.0,648.0,613.0,380.0,437.0,350.0,270.0
4225,남,31,24.0,20.0,"1,812","1,535",830.0,76.4,397.0,404.0,912,914,825,840,875,996,"1,569",405.0,395.0,334.0,599.0,509.0,"1,110",580.0,571.0,502.0,373.0,386.0,285.0,255.0
4226,남,28,12.0,18.0,"1,777","1,493",776.0,77.6,376.0,384.0,970,935,860,875,894,994,"1,505",435.0,435.0,325.0,579.0,504.0,"1,043",577.0,603.0,554.0,381.0,389.0,324.0,255.0
4227,남,27,25.0,23.0,"1,734","1,486",758.0,76.9,390.0,397.0,"1,015","1,012",825,849,870,978,"1,508",445.0,456.0,309.0,541.0,475.0,"1,007",556.0,588.0,577.0,368.0,377.0,315.0,252.0
4228,남,25,18.0,20.0,"1,727","1,472",792.0,79.2,385.0,388.0,990,983,906,944,949,"1,022","1,485",435.0,440.0,325.0,594.0,517.0,"1,062",571.0,624.0,585.0,380.0,394.0,320.0,270.0
4229,남,34,30.0,27.0,"1,861","1,603",806.0,102.0,423.0,435.0,"1,112","1,083","1,052","1,070","1,074","1,095","1,635",490.0,495.0,332.0,585.0,535.0,"1,108",603.0,638.0,557.0,403.0,439.0,354.0,271.0
4230,남,32,20.0,24.0,"1,677","1,426",767.0,67.2,349.0,354.0,965,969,765,780,791,960,"1,432",410.0,415.0,305.0,538.0,485.0,990,570.0,580.0,540.0,355.0,363.0,315.0,270.0
4231,남,32,26.0,29.0,"1,835","1,575",836.0,81.2,385.0,390.0,965,902,835,864,870,955,"1,597",498.0,484.0,337.0,595.0,498.0,"1,108",557.0,604.0,575.0,394.0,406.0,324.0,271.0
4232,남,33,20.0,14.0,"1,704","1,465",811.0,90.3,415.0,418.0,962,958,934,940,945,"1,058","1,472",430.0,435.0,330.0,605.0,542.0,"1,047",554.0,676.0,629.0,398.0,429.0,377.0,279.0
4233,남,39,26.0,20.0,"1,638","1,409",756.0,62.4,371.0,383.0,935,898,760,774,775,906,"1,431",395.0,398.0,298.0,542.0,430.0,988,546.0,541.0,510.0,330.0,351.0,322.0,258.0
4234,남,34,19.0,23.0,"1,701","1,480",779.0,75.8,410.0,414.0,948,940,900,909,910,965,"1,508",439.0,407.0,330.0,607.0,485.0,"1,051",570.0,562.0,481.0,376.0,385.0,285.0,261.0
4235,남,28,30.0,15.0,"1,711","1,436",772.0,73.5,379.0,382.0,"1,025",995,839,850,864,962,"1,440",435.0,450.0,330.0,573.0,500.0,"1,045",556.0,588.0,504.0,376.0,356.0,304.0,255.0
4236,남,28,28.0,18.0,"1,675","1,410",770.0,68.9,367.0,369.0,910,913,809,849,869,944,"1,443",419.0,420.0,307.0,545.0,474.0,999,550.0,580.0,493.0,356.0,380.0,288.0,225.0
4237,남,39,25.0,28.0,"1,712","1,439",782.0,75.2,385.0,403.0,994,966,879,898,900,966,"1,480",443.0,437.0,337.0,573.0,472.0,"1,053",576.0,588.0,555.0,367.0,379.0,329.0,291.0
4238,남,26,27.0,23.0,"1,767","1,496",836.0,84.6,401.0,404.0,"1,024",980,909,912,980,982,"1,523",480.0,480.0,335.0,580.0,510.0,"1,080",571.0,564.0,518.0,372.0,394.0,356.0,297.0
4239,남,34,18.0,11.0,"1,766","1,512",796.0,79.5,390.0,393.0,950,953,882,905,914,992,"1,555",435.0,440.0,350.0,592.0,497.0,"1,045",567.0,562.0,552.0,391.0,368.0,304.0,258.0
4240,남,35,21.0,18.0,"1,695","1,447",788.0,87.0,404.0,407.0,"1,050","1,048",969,"1,000","1,010","1,034","1,481",465.0,463.0,309.0,564.0,490.0,"1,038",564.0,605.0,524.0,392.0,421.0,342.0,276.0
4241,남,37,20.0,10.0,"1,742","1,475",737.0,77.9,385.0,390.0,"1,025","1,000",970,979,"1,000","1,004","1,482",445.0,445.0,325.0,565.0,500.0,"1,054",582.0,588.0,525.0,391.0,375.0,304.0,249.0
4242,남,39,29.0,31.0,"1,724","1,450",778.0,76.0,390.0,400.0,984,955,885,899,900,971,"1,466",442.0,434.0,334.0,560.0,485.0,"1,039",576.0,580.0,553.0,368.0,378.0,317.0,288.0
4243,남,32,21.0,14.0,"1,663","1,410",774.0,72.8,388.0,392.0,992,958,856,874,878,957,"1,418",430.0,439.0,330.0,565.0,475.0,"1,007",582.0,585.0,565.0,372.0,384.0,324.0,268.0
4244,남,25,20.0,25.0,"1,743","1,464",829.0,60.5,374.0,379.0,866,850,719,735,756,901,"1,527",445.0,450.0,346.0,601.0,540.0,"1,069",551.0,504.0,483.0,355.0,347.0,284.0,243.0
